attack_id,start,end,sensor,std_ratio
1001,2015-12-28 11:21:07,2015-12-28 11:21:07,P101,
1001,2015-12-28 11:21:07,2015-12-28 11:21:07,P102,
1002,2015-12-28 11:21:10,2015-12-28 11:21:11,PIT501,1.964
1002,2015-12-28 11:21:10,2015-12-28 11:21:11,AIT203,1.9587
1002,2015-12-28 11:21:10,2015-12-28 11:21:11,PIT503,1.4252
1002,2015-12-28 11:21:10,2015-12-28 11:21:11,P203,1.4143
1002,2015-12-28 11:21:10,2015-12-28 11:21:11,P205,1.4143
1003,2015-12-28 11:21:14,2015-12-28 11:21:14,FIT101,
1003,2015-12-28 11:21:14,2015-12-28 11:21:14,LIT101,
1003,2015-12-28 11:21:14,2015-12-28 11:21:14,MV101,
1003,2015-12-28 11:21:14,2015-12-28 11:21:14,P101,
1003,2015-12-28 11:21:14,2015-12-28 11:21:14,P102,
1004,2015-12-28 11:21:17,2015-12-28 11:21:17,FIT101,
1004,2015-12-28 11:21:17,2015-12-28 11:21:17,LIT101,
1004,2015-12-28 11:21:17,2015-12-28 11:21:17,MV101,
1004,2015-12-28 11:21:17,2015-12-28 11:21:17,P101,
1004,2015-12-28 11:21:17,2015-12-28 11:21:17,P102,
1005,2015-12-28 11:21:25,2015-12-28 11:21:25,FIT101,
1005,2015-12-28 11:21:25,2015-12-28 11:21:25,LIT101,
1005,2015-12-28 11:21:25,2015-12-28 11:21:25,MV101,
1005,2015-12-28 11:21:25,2015-12-28 11:21:25,P101,
1005,2015-12-28 11:21:25,2015-12-28 11:21:25,P102,
1006,2015-12-28 11:21:29,2015-12-28 11:21:29,FIT101,
1006,2015-12-28 11:21:29,2015-12-28 11:21:29,LIT101,
1006,2015-12-28 11:21:29,2015-12-28 11:21:29,MV101,
1006,2015-12-28 11:21:29,2015-12-28 11:21:29,P101,
1006,2015-12-28 11:21:29,2015-12-28 11:21:29,P102,
1007,2015-12-28 11:21:31,2015-12-28 11:21:31,FIT101,
1007,2015-12-28 11:21:31,2015-12-28 11:21:31,LIT101,
1007,2015-12-28 11:21:31,2015-12-28 11:21:31,MV101,
1007,2015-12-28 11:21:31,2015-12-28 11:21:31,P101,
1007,2015-12-28 11:21:31,2015-12-28 11:21:31,P102,
1008,2015-12-28 11:21:33,2015-12-28 11:21:33,FIT101,
1008,2015-12-28 11:21:33,2015-12-28 11:21:33,LIT101,
1008,2015-12-28 11:21:33,2015-12-28 11:21:33,MV101,
1008,2015-12-28 11:21:33,2015-12-28 11:21:33,P101,
1008,2015-12-28 11:21:33,2015-12-28 11:21:33,P102,
1009,2015-12-28 11:21:35,2015-12-28 11:21:35,FIT101,
1009,2015-12-28 11:21:35,2015-12-28 11:21:35,LIT101,
1009,2015-12-28 11:21:35,2015-12-28 11:21:35,MV101,
1009,2015-12-28 11:21:35,2015-12-28 11:21:35,P101,
1009,2015-12-28 11:21:35,2015-12-28 11:21:35,P102,
1010,2015-12-28 11:21:43,2015-12-28 11:21:43,FIT101,
1010,2015-12-28 11:21:43,2015-12-28 11:21:43,LIT101,
1010,2015-12-28 11:21:43,2015-12-28 11:21:43,MV101,
1010,2015-12-28 11:21:43,2015-12-28 11:21:43,P101,
1010,2015-12-28 11:21:43,2015-12-28 11:21:43,P102,
1011,2015-12-28 11:21:47,2015-12-28 11:21:47,FIT101,
1011,2015-12-28 11:21:47,2015-12-28 11:21:47,LIT101,
1011,2015-12-28 11:21:47,2015-12-28 11:21:47,MV101,
1011,2015-12-28 11:21:47,2015-12-28 11:21:47,P101,
1011,2015-12-28 11:21:47,2015-12-28 11:21:47,P102,
1012,2015-12-28 11:21:51,2015-12-28 11:21:51,FIT101,
1012,2015-12-28 11:21:51,2015-12-28 11:21:51,LIT101,
1012,2015-12-28 11:21:51,2015-12-28 11:21:51,MV101,
1012,2015-12-28 11:21:51,2015-12-28 11:21:51,P101,
1012,2015-12-28 11:21:51,2015-12-28 11:21:51,P102,
1013,2015-12-28 11:21:55,2015-12-28 11:21:55,FIT101,
1013,2015-12-28 11:21:55,2015-12-28 11:21:55,LIT101,
1013,2015-12-28 11:21:55,2015-12-28 11:21:55,MV101,
1013,2015-12-28 11:21:55,2015-12-28 11:21:55,P101,
1013,2015-12-28 11:21:55,2015-12-28 11:21:55,P102,
1014,2015-12-28 11:21:58,2015-12-28 11:21:58,FIT101,
1014,2015-12-28 11:21:58,2015-12-28 11:21:58,LIT101,
1014,2015-12-28 11:21:58,2015-12-28 11:21:58,MV101,
1014,2015-12-28 11:21:58,2015-12-28 11:21:58,P101,
1014,2015-12-28 11:21:58,2015-12-28 11:21:58,P102,
1015,2015-12-28 11:22:03,2015-12-28 11:22:03,FIT101,
1015,2015-12-28 11:22:03,2015-12-28 11:22:03,LIT101,
1015,2015-12-28 11:22:03,2015-12-28 11:22:03,MV101,
1015,2015-12-28 11:22:03,2015-12-28 11:22:03,P101,
1015,2015-12-28 11:22:03,2015-12-28 11:22:03,P102,
1016,2015-12-28 11:22:06,2015-12-28 11:22:06,FIT101,
1016,2015-12-28 11:22:06,2015-12-28 11:22:06,LIT101,
1016,2015-12-28 11:22:06,2015-12-28 11:22:06,MV101,
1016,2015-12-28 11:22:06,2015-12-28 11:22:06,P101,
1016,2015-12-28 11:22:06,2015-12-28 11:22:06,P102,
1017,2015-12-28 11:22:11,2015-12-28 11:22:11,FIT101,
1017,2015-12-28 11:22:11,2015-12-28 11:22:11,LIT101,
1017,2015-12-28 11:22:11,2015-12-28 11:22:11,MV101,
1017,2015-12-28 11:22:11,2015-12-28 11:22:11,P101,
1017,2015-12-28 11:22:11,2015-12-28 11:22:11,P102,
1018,2015-12-28 11:22:15,2015-12-28 11:22:18,AIT402,1.2843
1018,2015-12-28 11:22:15,2015-12-28 11:22:18,AIT501,1.2342
1018,2015-12-28 11:22:15,2015-12-28 11:22:18,DPIT301,1.1882
1018,2015-12-28 11:22:15,2015-12-28 11:22:18,P205,1.1548
1018,2015-12-28 11:22:15,2015-12-28 11:22:18,P302,1.1547
1019,2015-12-28 11:22:21,2015-12-28 11:22:21,FIT101,
1019,2015-12-28 11:22:21,2015-12-28 11:22:21,LIT101,
1019,2015-12-28 11:22:21,2015-12-28 11:22:21,MV101,
1019,2015-12-28 11:22:21,2015-12-28 11:22:21,P101,
1019,2015-12-28 11:22:21,2015-12-28 11:22:21,P102,
1020,2015-12-28 11:22:37,2015-12-28 11:22:38,PIT502,1.9077
1020,2015-12-28 11:22:37,2015-12-28 11:22:38,LIT301,1.8802
1020,2015-12-28 11:22:37,2015-12-28 11:22:38,FIT501,1.6276
1020,2015-12-28 11:22:37,2015-12-28 11:22:38,AIT504,1.4973
1020,2015-12-28 11:22:37,2015-12-28 11:22:38,AIT201,1.4637
1021,2015-12-28 11:22:40,2015-12-28 11:22:40,FIT101,
1021,2015-12-28 11:22:40,2015-12-28 11:22:40,LIT101,
1021,2015-12-28 11:22:40,2015-12-28 11:22:40,MV101,
1021,2015-12-28 11:22:40,2015-12-28 11:22:40,P101,
1021,2015-12-28 11:22:40,2015-12-28 11:22:40,P102,
1022,2015-12-28 11:22:47,2015-12-28 11:22:47,FIT101,
1022,2015-12-28 11:22:47,2015-12-28 11:22:47,LIT101,
1022,2015-12-28 11:22:47,2015-12-28 11:22:47,MV101,
1022,2015-12-28 11:22:47,2015-12-28 11:22:47,P101,
1022,2015-12-28 11:22:47,2015-12-28 11:22:47,P102,
1023,2015-12-28 11:22:49,2015-12-28 11:22:49,FIT101,
1023,2015-12-28 11:22:49,2015-12-28 11:22:49,LIT101,
1023,2015-12-28 11:22:49,2015-12-28 11:22:49,MV101,
1023,2015-12-28 11:22:49,2015-12-28 11:22:49,P101,
1023,2015-12-28 11:22:49,2015-12-28 11:22:49,P102,
1024,2015-12-28 11:22:52,2015-12-28 11:22:52,FIT101,
1024,2015-12-28 11:22:52,2015-12-28 11:22:52,LIT101,
1024,2015-12-28 11:22:52,2015-12-28 11:22:52,MV101,
1024,2015-12-28 11:22:52,2015-12-28 11:22:52,P101,
1024,2015-12-28 11:22:52,2015-12-28 11:22:52,P102,
1025,2015-12-28 11:22:59,2015-12-28 11:22:59,FIT101,
1025,2015-12-28 11:22:59,2015-12-28 11:22:59,LIT101,
1025,2015-12-28 11:22:59,2015-12-28 11:22:59,MV101,
1025,2015-12-28 11:22:59,2015-12-28 11:22:59,P101,
1025,2015-12-28 11:22:59,2015-12-28 11:22:59,P102,
1026,2015-12-28 11:23:02,2015-12-28 11:23:02,FIT101,
1026,2015-12-28 11:23:02,2015-12-28 11:23:02,LIT101,
1026,2015-12-28 11:23:02,2015-12-28 11:23:02,MV101,
1026,2015-12-28 11:23:02,2015-12-28 11:23:02,P101,
1026,2015-12-28 11:23:02,2015-12-28 11:23:02,P102,
1027,2015-12-28 11:23:04,2015-12-28 11:23:04,FIT101,
1027,2015-12-28 11:23:04,2015-12-28 11:23:04,LIT101,
1027,2015-12-28 11:23:04,2015-12-28 11:23:04,MV101,
1027,2015-12-28 11:23:04,2015-12-28 11:23:04,P101,
1027,2015-12-28 11:23:04,2015-12-28 11:23:04,P102,
1028,2015-12-28 11:23:10,2015-12-28 11:23:11,FIT501,1.7786
1028,2015-12-28 11:23:10,2015-12-28 11:23:11,AIT402,1.6096
1028,2015-12-28 11:23:10,2015-12-28 11:23:11,AIT503,1.5385
1028,2015-12-28 11:23:10,2015-12-28 11:23:11,P203,1.4143
1028,2015-12-28 11:23:10,2015-12-28 11:23:11,P302,1.4142
1029,2015-12-28 11:23:14,2015-12-28 11:23:14,FIT101,
1029,2015-12-28 11:23:14,2015-12-28 11:23:14,LIT101,
1029,2015-12-28 11:23:14,2015-12-28 11:23:14,MV101,
1029,2015-12-28 11:23:14,2015-12-28 11:23:14,P101,
1029,2015-12-28 11:23:14,2015-12-28 11:23:14,P102,
1030,2015-12-28 11:23:19,2015-12-28 11:23:19,FIT101,
1030,2015-12-28 11:23:19,2015-12-28 11:23:19,LIT101,
1030,2015-12-28 11:23:19,2015-12-28 11:23:19,MV101,
1030,2015-12-28 11:23:19,2015-12-28 11:23:19,P101,
1030,2015-12-28 11:23:19,2015-12-28 11:23:19,P102,
1031,2015-12-28 11:23:21,2015-12-28 11:23:21,FIT101,
1031,2015-12-28 11:23:21,2015-12-28 11:23:21,LIT101,
1031,2015-12-28 11:23:21,2015-12-28 11:23:21,MV101,
1031,2015-12-28 11:23:21,2015-12-28 11:23:21,P101,
1031,2015-12-28 11:23:21,2015-12-28 11:23:21,P102,
1032,2015-12-28 11:23:25,2015-12-28 11:23:25,FIT101,
1032,2015-12-28 11:23:25,2015-12-28 11:23:25,LIT101,
1032,2015-12-28 11:23:25,2015-12-28 11:23:25,MV101,
1032,2015-12-28 11:23:25,2015-12-28 11:23:25,P101,
1032,2015-12-28 11:23:25,2015-12-28 11:23:25,P102,
1033,2015-12-28 11:23:32,2015-12-28 11:23:33,FIT504,2.0563
1033,2015-12-28 11:23:32,2015-12-28 11:23:33,AIT504,1.6076
1033,2015-12-28 11:23:32,2015-12-28 11:23:33,P203,1.4143
1033,2015-12-28 11:23:32,2015-12-28 11:23:33,P205,1.4143
1033,2015-12-28 11:23:32,2015-12-28 11:23:33,P401,1.4143
1034,2015-12-28 11:23:37,2015-12-28 11:23:38,PIT503,1.6806
1034,2015-12-28 11:23:37,2015-12-28 11:23:38,FIT301,1.584
1034,2015-12-28 11:23:37,2015-12-28 11:23:38,AIT402,1.4527
1034,2015-12-28 11:23:37,2015-12-28 11:23:38,P404,1.4142
1034,2015-12-28 11:23:37,2015-12-28 11:23:38,P603,1.4142
1035,2015-12-28 11:23:44,2015-12-28 11:23:44,FIT101,
1035,2015-12-28 11:23:44,2015-12-28 11:23:44,LIT101,
1035,2015-12-28 11:23:44,2015-12-28 11:23:44,MV101,
1035,2015-12-28 11:23:44,2015-12-28 11:23:44,P101,
1035,2015-12-28 11:23:44,2015-12-28 11:23:44,P102,
1036,2015-12-28 11:23:46,2015-12-28 11:23:48,AIT203,1.6077
1036,2015-12-28 11:23:46,2015-12-28 11:23:48,AIT501,1.4378
1036,2015-12-28 11:23:46,2015-12-28 11:23:48,LIT101,1.4313
1036,2015-12-28 11:23:46,2015-12-28 11:23:48,FIT201,1.3816
1036,2015-12-28 11:23:46,2015-12-28 11:23:48,AIT201,1.3632
1037,2015-12-28 11:23:55,2015-12-28 11:23:56,FIT503,1.7714
1037,2015-12-28 11:23:55,2015-12-28 11:23:56,AIT401,1.7567
1037,2015-12-28 11:23:55,2015-12-28 11:23:56,FIT501,1.5722
1037,2015-12-28 11:23:55,2015-12-28 11:23:56,P205,1.4143
1037,2015-12-28 11:23:55,2015-12-28 11:23:56,P401,1.4143
1038,2015-12-28 11:24:00,2015-12-28 11:24:00,FIT101,
1038,2015-12-28 11:24:00,2015-12-28 11:24:00,LIT101,
1038,2015-12-28 11:24:00,2015-12-28 11:24:00,MV101,
1038,2015-12-28 11:24:00,2015-12-28 11:24:00,P101,
1038,2015-12-28 11:24:00,2015-12-28 11:24:00,P102,
1039,2015-12-28 11:24:02,2015-12-28 11:24:02,FIT101,
1039,2015-12-28 11:24:02,2015-12-28 11:24:02,LIT101,
1039,2015-12-28 11:24:02,2015-12-28 11:24:02,MV101,
1039,2015-12-28 11:24:02,2015-12-28 11:24:02,P101,
1039,2015-12-28 11:24:02,2015-12-28 11:24:02,P102,
1040,2015-12-28 11:24:04,2015-12-28 11:24:04,FIT101,
1040,2015-12-28 11:24:04,2015-12-28 11:24:04,LIT101,
1040,2015-12-28 11:24:04,2015-12-28 11:24:04,MV101,
1040,2015-12-28 11:24:04,2015-12-28 11:24:04,P101,
1040,2015-12-28 11:24:04,2015-12-28 11:24:04,P102,
1041,2015-12-28 11:24:14,2015-12-28 11:24:14,FIT101,
1041,2015-12-28 11:24:14,2015-12-28 11:24:14,LIT101,
1041,2015-12-28 11:24:14,2015-12-28 11:24:14,MV101,
1041,2015-12-28 11:24:14,2015-12-28 11:24:14,P101,
1041,2015-12-28 11:24:14,2015-12-28 11:24:14,P102,
1042,2015-12-28 11:24:16,2015-12-28 11:24:16,FIT101,
1042,2015-12-28 11:24:16,2015-12-28 11:24:16,LIT101,
1042,2015-12-28 11:24:16,2015-12-28 11:24:16,MV101,
1042,2015-12-28 11:24:16,2015-12-28 11:24:16,P101,
1042,2015-12-28 11:24:16,2015-12-28 11:24:16,P102,
1043,2015-12-28 11:24:18,2015-12-28 11:24:18,FIT101,
1043,2015-12-28 11:24:18,2015-12-28 11:24:18,LIT101,
1043,2015-12-28 11:24:18,2015-12-28 11:24:18,MV101,
1043,2015-12-28 11:24:18,2015-12-28 11:24:18,P101,
1043,2015-12-28 11:24:18,2015-12-28 11:24:18,P102,
1044,2015-12-28 11:24:26,2015-12-28 11:24:26,FIT101,
1044,2015-12-28 11:24:26,2015-12-28 11:24:26,LIT101,
1044,2015-12-28 11:24:26,2015-12-28 11:24:26,MV101,
1044,2015-12-28 11:24:26,2015-12-28 11:24:26,P101,
1044,2015-12-28 11:24:26,2015-12-28 11:24:26,P102,
1045,2015-12-28 11:24:33,2015-12-28 11:24:33,FIT101,
1045,2015-12-28 11:24:33,2015-12-28 11:24:33,LIT101,
1045,2015-12-28 11:24:33,2015-12-28 11:24:33,MV101,
1045,2015-12-28 11:24:33,2015-12-28 11:24:33,P101,
1045,2015-12-28 11:24:33,2015-12-28 11:24:33,P102,
1046,2015-12-28 11:24:37,2015-12-28 11:24:37,FIT101,
1046,2015-12-28 11:24:37,2015-12-28 11:24:37,LIT101,
1046,2015-12-28 11:24:37,2015-12-28 11:24:37,MV101,
1046,2015-12-28 11:24:37,2015-12-28 11:24:37,P101,
1046,2015-12-28 11:24:37,2015-12-28 11:24:37,P102,
1047,2015-12-28 11:24:41,2015-12-28 11:24:42,LIT101,2.06
1047,2015-12-28 11:24:41,2015-12-28 11:24:42,FIT601,1.8818
1047,2015-12-28 11:24:41,2015-12-28 11:24:42,FIT101,1.7624
1047,2015-12-28 11:24:41,2015-12-28 11:24:42,FIT401,1.5562
1047,2015-12-28 11:24:41,2015-12-28 11:24:42,FIT201,1.4428
1048,2015-12-28 11:24:45,2015-12-28 11:24:46,LIT101,2.2182
1048,2015-12-28 11:24:45,2015-12-28 11:24:46,FIT201,1.8341
1048,2015-12-28 11:24:45,2015-12-28 11:24:46,PIT502,1.7933
1048,2015-12-28 11:24:45,2015-12-28 11:24:46,AIT402,1.7609
1048,2015-12-28 11:24:45,2015-12-28 11:24:46,AIT202,1.5834
1049,2015-12-28 11:24:48,2015-12-28 11:24:49,DPIT301,1.704
1049,2015-12-28 11:24:48,2015-12-28 11:24:49,AIT401,1.6517
1049,2015-12-28 11:24:48,2015-12-28 11:24:49,AIT502,1.5871
1049,2015-12-28 11:24:48,2015-12-28 11:24:49,FIT201,1.5675
1049,2015-12-28 11:24:48,2015-12-28 11:24:49,PIT503,1.4972
1050,2015-12-28 11:24:51,2015-12-28 11:24:51,FIT101,
1050,2015-12-28 11:24:51,2015-12-28 11:24:51,LIT101,
1050,2015-12-28 11:24:51,2015-12-28 11:24:51,MV101,
1050,2015-12-28 11:24:51,2015-12-28 11:24:51,P101,
1050,2015-12-28 11:24:51,2015-12-28 11:24:51,P102,
1051,2015-12-28 11:25:10,2015-12-28 11:25:11,FIT504,1.8758
1051,2015-12-28 11:25:10,2015-12-28 11:25:11,AIT504,1.6101
1051,2015-12-28 11:25:10,2015-12-28 11:25:11,P203,1.4143
1051,2015-12-28 11:25:10,2015-12-28 11:25:11,P401,1.4143
1051,2015-12-28 11:25:10,2015-12-28 11:25:11,P302,1.4142
1052,2015-12-28 11:25:14,2015-12-28 11:25:14,FIT101,
1052,2015-12-28 11:25:14,2015-12-28 11:25:14,LIT101,
1052,2015-12-28 11:25:14,2015-12-28 11:25:14,MV101,
1052,2015-12-28 11:25:14,2015-12-28 11:25:14,P101,
1052,2015-12-28 11:25:14,2015-12-28 11:25:14,P102,
1053,2015-12-28 11:25:16,2015-12-28 11:25:16,FIT101,
1053,2015-12-28 11:25:16,2015-12-28 11:25:16,LIT101,
1053,2015-12-28 11:25:16,2015-12-28 11:25:16,MV101,
1053,2015-12-28 11:25:16,2015-12-28 11:25:16,P101,
1053,2015-12-28 11:25:16,2015-12-28 11:25:16,P102,
1054,2015-12-28 11:25:19,2015-12-28 11:25:20,LIT101,1.5655
1054,2015-12-28 11:25:19,2015-12-28 11:25:20,FIT401,1.543
1054,2015-12-28 11:25:19,2015-12-28 11:25:20,P203,1.4143
1054,2015-12-28 11:25:19,2015-12-28 11:25:20,P205,1.4143
1054,2015-12-28 11:25:19,2015-12-28 11:25:20,P404,1.4142
1055,2015-12-28 11:25:26,2015-12-28 11:25:26,FIT101,
1055,2015-12-28 11:25:26,2015-12-28 11:25:26,LIT101,
1055,2015-12-28 11:25:26,2015-12-28 11:25:26,MV101,
1055,2015-12-28 11:25:26,2015-12-28 11:25:26,P101,
1055,2015-12-28 11:25:26,2015-12-28 11:25:26,P102,
1056,2015-12-28 11:25:33,2015-12-28 11:25:33,FIT101,
1056,2015-12-28 11:25:33,2015-12-28 11:25:33,LIT101,
1056,2015-12-28 11:25:33,2015-12-28 11:25:33,MV101,
1056,2015-12-28 11:25:33,2015-12-28 11:25:33,P101,
1056,2015-12-28 11:25:33,2015-12-28 11:25:33,P102,
1057,2015-12-28 11:25:37,2015-12-28 11:25:37,FIT101,
1057,2015-12-28 11:25:37,2015-12-28 11:25:37,LIT101,
1057,2015-12-28 11:25:37,2015-12-28 11:25:37,MV101,
1057,2015-12-28 11:25:37,2015-12-28 11:25:37,P101,
1057,2015-12-28 11:25:37,2015-12-28 11:25:37,P102,
1058,2015-12-28 11:25:43,2015-12-28 11:25:43,FIT101,
1058,2015-12-28 11:25:43,2015-12-28 11:25:43,LIT101,
1058,2015-12-28 11:25:43,2015-12-28 11:25:43,MV101,
1058,2015-12-28 11:25:43,2015-12-28 11:25:43,P101,
1058,2015-12-28 11:25:43,2015-12-28 11:25:43,P102,
1059,2015-12-28 11:25:45,2015-12-28 11:25:47,PIT503,1.6469
1059,2015-12-28 11:25:45,2015-12-28 11:25:47,FIT504,1.6401
1059,2015-12-28 11:25:45,2015-12-28 11:25:47,LIT101,1.6214
1059,2015-12-28 11:25:45,2015-12-28 11:25:47,AIT503,1.4517
1059,2015-12-28 11:25:45,2015-12-28 11:25:47,AIT501,1.4068
1060,2015-12-28 11:26:00,2015-12-28 11:26:00,FIT101,
1060,2015-12-28 11:26:00,2015-12-28 11:26:00,LIT101,
1060,2015-12-28 11:26:00,2015-12-28 11:26:00,MV101,
1060,2015-12-28 11:26:00,2015-12-28 11:26:00,P101,
1060,2015-12-28 11:26:00,2015-12-28 11:26:00,P102,
1061,2015-12-28 11:26:03,2015-12-28 11:26:03,FIT101,
1061,2015-12-28 11:26:03,2015-12-28 11:26:03,LIT101,
1061,2015-12-28 11:26:03,2015-12-28 11:26:03,MV101,
1061,2015-12-28 11:26:03,2015-12-28 11:26:03,P101,
1061,2015-12-28 11:26:03,2015-12-28 11:26:03,P102,
1062,2015-12-28 11:26:05,2015-12-28 11:26:05,FIT101,
1062,2015-12-28 11:26:05,2015-12-28 11:26:05,LIT101,
1062,2015-12-28 11:26:05,2015-12-28 11:26:05,MV101,
1062,2015-12-28 11:26:05,2015-12-28 11:26:05,P101,
1062,2015-12-28 11:26:05,2015-12-28 11:26:05,P102,
1063,2015-12-28 11:26:08,2015-12-28 11:26:09,PIT501,2.1592
1063,2015-12-28 11:26:08,2015-12-28 11:26:09,AIT501,2.0369
1063,2015-12-28 11:26:08,2015-12-28 11:26:09,AIT504,1.9424
1063,2015-12-28 11:26:08,2015-12-28 11:26:09,FIT502,1.7284
1063,2015-12-28 11:26:08,2015-12-28 11:26:09,AIT502,1.6239
1064,2015-12-28 11:26:11,2015-12-28 11:26:12,PIT503,1.8673
1064,2015-12-28 11:26:11,2015-12-28 11:26:12,AIT201,1.6565
1064,2015-12-28 11:26:11,2015-12-28 11:26:12,AIT503,1.5047
1064,2015-12-28 11:26:11,2015-12-28 11:26:12,P203,1.4143
1064,2015-12-28 11:26:11,2015-12-28 11:26:12,P404,1.4142
1065,2015-12-28 11:26:15,2015-12-28 11:26:16,FIT504,2.1593
1065,2015-12-28 11:26:15,2015-12-28 11:26:16,FIT502,1.9558
1065,2015-12-28 11:26:15,2015-12-28 11:26:16,AIT502,1.8839
1065,2015-12-28 11:26:15,2015-12-28 11:26:16,FIT503,1.5729
1065,2015-12-28 11:26:15,2015-12-28 11:26:16,P203,1.4143
1066,2015-12-28 11:26:18,2015-12-28 11:26:18,FIT101,
1066,2015-12-28 11:26:18,2015-12-28 11:26:18,LIT101,
1066,2015-12-28 11:26:18,2015-12-28 11:26:18,MV101,
1066,2015-12-28 11:26:18,2015-12-28 11:26:18,P101,
1066,2015-12-28 11:26:18,2015-12-28 11:26:18,P102,
1067,2015-12-28 11:26:20,2015-12-28 11:26:21,DPIT301,2.0822
1067,2015-12-28 11:26:20,2015-12-28 11:26:21,AIT202,1.6997
1067,2015-12-28 11:26:20,2015-12-28 11:26:21,AIT504,1.6927
1067,2015-12-28 11:26:20,2015-12-28 11:26:21,AIT201,1.6514
1067,2015-12-28 11:26:20,2015-12-28 11:26:21,P205,1.4143
1068,2015-12-28 11:26:23,2015-12-28 11:26:23,FIT101,
1068,2015-12-28 11:26:23,2015-12-28 11:26:23,LIT101,
1068,2015-12-28 11:26:23,2015-12-28 11:26:23,MV101,
1068,2015-12-28 11:26:23,2015-12-28 11:26:23,P101,
1068,2015-12-28 11:26:23,2015-12-28 11:26:23,P102,
1069,2015-12-28 11:26:28,2015-12-28 11:26:28,FIT101,
1069,2015-12-28 11:26:28,2015-12-28 11:26:28,LIT101,
1069,2015-12-28 11:26:28,2015-12-28 11:26:28,MV101,
1069,2015-12-28 11:26:28,2015-12-28 11:26:28,P101,
1069,2015-12-28 11:26:28,2015-12-28 11:26:28,P102,
1070,2015-12-28 11:26:38,2015-12-28 11:26:39,AIT401,1.7686
1070,2015-12-28 11:26:38,2015-12-28 11:26:39,FIT301,1.6756
1070,2015-12-28 11:26:38,2015-12-28 11:26:39,AIT201,1.6604
1070,2015-12-28 11:26:38,2015-12-28 11:26:39,FIT401,1.6214
1070,2015-12-28 11:26:38,2015-12-28 11:26:39,AIT203,1.6104
1071,2015-12-28 11:26:47,2015-12-28 11:26:47,FIT101,
1071,2015-12-28 11:26:47,2015-12-28 11:26:47,LIT101,
1071,2015-12-28 11:26:47,2015-12-28 11:26:47,MV101,
1071,2015-12-28 11:26:47,2015-12-28 11:26:47,P101,
1071,2015-12-28 11:26:47,2015-12-28 11:26:47,P102,
1072,2015-12-28 11:26:49,2015-12-28 11:26:50,AIT202,2.178
1072,2015-12-28 11:26:49,2015-12-28 11:26:50,FIT101,2.1274
1072,2015-12-28 11:26:49,2015-12-28 11:26:50,FIT301,1.9509
1072,2015-12-28 11:26:49,2015-12-28 11:26:50,P203,1.4143
1072,2015-12-28 11:26:49,2015-12-28 11:26:50,P205,1.4143
1073,2015-12-28 11:27:00,2015-12-28 11:27:00,FIT101,
1073,2015-12-28 11:27:00,2015-12-28 11:27:00,LIT101,
1073,2015-12-28 11:27:00,2015-12-28 11:27:00,MV101,
1073,2015-12-28 11:27:00,2015-12-28 11:27:00,P101,
1073,2015-12-28 11:27:00,2015-12-28 11:27:00,P102,
1074,2015-12-28 11:27:07,2015-12-28 11:27:07,FIT101,
1074,2015-12-28 11:27:07,2015-12-28 11:27:07,LIT101,
1074,2015-12-28 11:27:07,2015-12-28 11:27:07,MV101,
1074,2015-12-28 11:27:07,2015-12-28 11:27:07,P101,
1074,2015-12-28 11:27:07,2015-12-28 11:27:07,P102,
1075,2015-12-28 11:27:18,2015-12-28 11:27:18,FIT101,
1075,2015-12-28 11:27:18,2015-12-28 11:27:18,LIT101,
1075,2015-12-28 11:27:18,2015-12-28 11:27:18,MV101,
1075,2015-12-28 11:27:18,2015-12-28 11:27:18,P101,
1075,2015-12-28 11:27:18,2015-12-28 11:27:18,P102,
1076,2015-12-28 11:27:20,2015-12-28 11:27:20,FIT101,
1076,2015-12-28 11:27:20,2015-12-28 11:27:20,LIT101,
1076,2015-12-28 11:27:20,2015-12-28 11:27:20,MV101,
1076,2015-12-28 11:27:20,2015-12-28 11:27:20,P101,
1076,2015-12-28 11:27:20,2015-12-28 11:27:20,P102,
1077,2015-12-28 11:27:22,2015-12-28 11:27:24,FIT601,1.6337
1077,2015-12-28 11:27:22,2015-12-28 11:27:24,PIT502,1.5966
1077,2015-12-28 11:27:22,2015-12-28 11:27:24,LIT101,1.5068
1077,2015-12-28 11:27:22,2015-12-28 11:27:24,FIT502,1.4436
1077,2015-12-28 11:27:22,2015-12-28 11:27:24,FIT201,1.1945
1078,2015-12-28 11:27:31,2015-12-28 11:27:31,FIT101,
1078,2015-12-28 11:27:31,2015-12-28 11:27:31,LIT101,
1078,2015-12-28 11:27:31,2015-12-28 11:27:31,MV101,
1078,2015-12-28 11:27:31,2015-12-28 11:27:31,P101,
1078,2015-12-28 11:27:31,2015-12-28 11:27:31,P102,
1079,2015-12-28 11:27:34,2015-12-28 11:27:36,PIT501,1.4728
1079,2015-12-28 11:27:34,2015-12-28 11:27:36,AIT201,1.4132
1079,2015-12-28 11:27:34,2015-12-28 11:27:36,FIT501,1.3881
1079,2015-12-28 11:27:34,2015-12-28 11:27:36,FIT101,1.3288
1079,2015-12-28 11:27:34,2015-12-28 11:27:36,FIT401,1.3273
1080,2015-12-28 11:27:43,2015-12-28 11:27:45,DPIT301,1.4672
1080,2015-12-28 11:27:43,2015-12-28 11:27:45,PIT503,1.4474
1080,2015-12-28 11:27:43,2015-12-28 11:27:45,FIT301,1.3998
1080,2015-12-28 11:27:43,2015-12-28 11:27:45,FIT201,1.3976
