attack_id,source,target_stage,stealth_score,severity_score,cascade_potential,blindspot_score,attack_type,sensor_values,explanation_text,fix_rule
atk_00631,LSTM,P4,0.9994783,0.0,0.0,3.9979133009910583,Silent Drift,"[0.5033206343650818, 0.4984273314476013, 0.5005574226379395, 0.5001965761184692, 0.5020857453346252, 0.4967028498649597, 0.503006637096405, 0.4946323335170746, 0.49745574593544006, 0.49857962131500244, 0.4989607632160187, 0.5008577108383179, 0.4984547197818756, 0.4998907148838043, 0.5030572414398193, 0.5040114521980286, 0.5017417073249817, 0.49427804350852966, 0.49550533294677734, 0.5008789300918579, 0.4954533576965332, 0.5011793375015259, 0.5135844945907593, 0.49397462606430054, 0.5068933367729187, 0.4756583571434021, 0.5112447738647461, 0.49186229705810547, 0.4903988540172577, 0.48544982075691223, 0.46502241492271423, 0.5128353834152222, 0.4902547597885132, 0.48022133111953735, 0.5002137422561646, 0.5219857096672058, 0.516877293586731, 0.5105000138282776, 0.47850629687309265, 0.4959038197994232, 0.4902680516242981, 0.4954588711261749, 0.4901675581932068, 0.4927848279476166, 0.5023491978645325, 0.5058621764183044, 0.500559389591217, 0.5004962086677551, 0.4975261986255646, 0.5050948262214661, 0.49782416224479675]","This attack evaded detection because P205 and FIT601 remained seamlessly within normal bounds, entirely masking the distinct physical anomaly scaling globally inside P402. Recommended fix: enforce direct cross-sensor conditional validation mapping between bounded arrays P205 and P402.",Manual Review Required isolating P4
atk_00632,LSTM,P5,0.9998693,0.0,0.0,3.9994773268699646,Silent Drift,"[0.4997212588787079, 0.4997643828392029, 0.5011289119720459, 0.4975011646747589, 0.49918028712272644, 0.49822285771369934, 0.49989792704582214, 0.4967499375343323, 0.49943333864212036, 0.5003601312637329, 0.49898818135261536, 0.49952730536460876, 0.5018562078475952, 0.5025691390037537, 0.5032702684402466, 0.4965779483318329, 0.5012329816818237, 0.4972536861896515, 0.4959530830383301, 0.5015369653701782, 0.4985601305961609, 0.5001590847969055, 0.5078306198120117, 0.5011502504348755, 0.49893712997436523, 0.49938076734542847, 0.5057582259178162, 0.491816908121109, 0.4986621141433716, 0.500592827796936, 0.49015742540359497, 0.5024793148040771, 0.4849267303943634, 0.5032673478126526, 0.5041965246200562, 0.49619802832603455, 0.5125608444213867, 0.5094295144081116, 0.48881515860557556, 0.5046347379684448, 0.5083019137382507, 0.49457666277885437, 0.5023849010467529, 0.49197468161582947, 0.4902280569076538, 0.5006929039955139, 0.5119423866271973, 0.500938355922699, 0.4976147413253784, 0.502658486366272, 0.4992620050907135]","This attack evaded detection because P102 and MV201 remained seamlessly within normal bounds, entirely masking the distinct physical anomaly scaling globally inside AIT503. Recommended fix: enforce direct cross-sensor conditional validation mapping between bounded arrays P102 and AIT503.",Manual Review Required isolating P5
atk_00633,LSTM,P5,0.99927354,0.0,0.0,3.997094333171845,Silent Drift,"[0.5023369789123535, 0.4977341294288635, 0.500079870223999, 0.4946475923061371, 0.5013105869293213, 0.5000239610671997, 0.5063292384147644, 0.49571722745895386, 0.5002886652946472, 0.49808403849601746, 0.5024861693382263, 0.49877870082855225, 0.49780726432800293, 0.49875113368034363, 0.5001634955406189, 0.5038717985153198, 0.4997103810310364, 0.4964088201522827, 0.4970409572124481, 0.500950276851654, 0.49929460883140564, 0.5022220611572266, 0.4793848693370819, 0.49839773774147034, 0.5015029311180115, 0.49563685059547424, 0.5120400190353394, 0.5119496583938599, 0.49200981855392456, 0.48288190364837646, 0.5030368566513062, 0.5028478503227234, 0.5168818831443787, 0.4773070216178894, 0.4909750819206238, 0.5159012675285339, 0.485538512468338, 0.49435749650001526, 0.4906647205352783, 0.48473915457725525, 0.46888500452041626, 0.5099942088127136, 0.4738023579120636, 0.5093863010406494, 0.523667573928833, 0.5003638863563538, 0.46759283542633057, 0.4997776448726654, 0.49844273924827576, 0.5028849840164185, 0.5113902688026428]","This attack evaded detection because P202 and AIT201 remained seamlessly within normal bounds, entirely masking the distinct physical anomaly scaling globally inside PIT503. Recommended fix: enforce direct cross-sensor conditional validation mapping between bounded arrays P202 and PIT503.",Manual Review Required isolating P5
atk_00634,LSTM,P5,0.9986654,0.0,0.0,3.994661569595337,Silent Drift,"[0.4927545487880707, 0.5018315315246582, 0.5025423765182495, 0.49527209997177124, 0.4933752119541168, 0.5020539164543152, 0.49330633878707886, 0.4993917644023895, 0.5026984810829163, 0.5032797455787659, 0.5008034110069275, 0.4986378848552704, 0.506462812423706, 0.5054644346237183, 0.5049917101860046, 0.48354285955429077, 0.5013118386268616, 0.4995344579219818, 0.49910402297973633, 0.5058993697166443, 0.5034511685371399, 0.4961753189563751, 0.5066528916358948, 0.5111081600189209, 0.4874805510044098, 0.5345101952552795, 0.49453043937683105, 0.49372389912605286, 0.5101046562194824, 0.531103253364563, 0.5250765085220337, 0.48761042952537537, 0.47444912791252136, 0.540634036064148, 0.5136204361915588, 0.4556811451911926, 0.5078455209732056, 0.5112845301628113, 0.5070564150810242, 0.5239695310592651, 0.5385686159133911, 0.4901609718799591, 0.5252878069877625, 0.4856935739517212, 0.46914127469062805, 0.4963279962539673, 0.5345184206962585, 0.49967673420906067, 0.4974725544452667, 0.49912670254707336, 0.49787238240242004]","This attack evaded detection because FIT301 and P201 remained seamlessly within normal bounds, entirely masking the distinct physical anomaly scaling globally inside AIT502. Recommended fix: enforce direct cross-sensor conditional validation mapping between bounded arrays FIT301 and AIT502.",Manual Review Required isolating P5
atk_00635,LSTM,P4,0.999538,0.0,0.0,3.998152017593384,Silent Drift,"[0.5002902746200562, 0.4980257451534271, 0.5013276934623718, 0.49293434619903564, 0.4996148943901062, 0.5024885535240173, 0.5020021200180054, 0.49806931614875793, 0.5005156397819519, 0.49972549080848694, 0.5024802088737488, 0.497057169675827, 0.501246988773346, 0.5010194778442383, 0.5019764304161072, 0.49551066756248474, 0.5004274845123291, 0.49860745668411255, 0.49838921427726746, 0.49988868832588196, 0.5017790198326111, 0.5010806918144226, 0.47429150342941284, 0.5076154470443726, 0.4941396117210388, 0.5204699635505676, 0.5053781867027283, 0.5088333487510681, 0.4993397295475006, 0.4971156716346741, 0.5304280519485474, 0.49273693561553955, 0.5112337470054626, 0.5022017955780029, 0.49426451325416565, 0.48898831009864807, 0.48142746090888977, 0.4920221269130707, 0.5012907981872559, 0.49197420477867126, 0.48973706364631653, 0.5094577074050903, 0.4859033226966858, 0.5064173340797424, 0.5099669098854065, 0.4938146471977234, 0.4824775755405426, 0.5008188486099243, 0.49817806482315063, 0.49995851516723633, 0.5109882354736328]","This attack evaded detection because FIT201 and MV303 remained seamlessly within normal bounds, entirely masking the distinct physical anomaly scaling globally inside P402. Recommended fix: enforce direct cross-sensor conditional validation mapping between bounded arrays FIT201 and P402.",Manual Review Required isolating P4
atk_00636,LSTM,P4,0.9992492,0.0,0.0,3.9969968795776367,Silent Drift,"[0.49700143933296204, 0.4989524483680725, 0.5022829174995422, 0.49192407727241516, 0.4971967339515686, 0.5040886998176575, 0.4982554614543915, 0.49911797046661377, 0.5015873312950134, 0.5015209913253784, 0.5024469494819641, 0.49635007977485657, 0.5039705634117126, 0.5029190182685852, 0.5033166408538818, 0.48895129561424255, 0.5006818771362305, 0.5001921653747559, 0.49890509247779846, 0.5013538002967834, 0.5039461851119995, 0.499049574136734, 0.47490382194519043, 0.5133545398712158, 0.48900482058525085, 0.5371232032775879, 0.500322163105011, 0.5062652230262756, 0.5054893493652344, 0.5106177926063538, 0.5454893112182617, 0.48555177450180054, 0.5026297569274902, 0.5218499898910522, 0.4992331862449646, 0.46792054176330566, 0.48276278376579285, 0.4934293031692505, 0.5089097619056702, 0.5021858811378479, 0.5080478191375732, 0.506567120552063, 0.49874502420425415, 0.5025705099105835, 0.4971076548099518, 0.49070754647254944, 0.4974624514579773, 0.5011394023895264, 0.4978083372116089, 0.4983622133731842, 0.5099877119064331]","This attack evaded detection because LIT101 and P205 remained seamlessly within normal bounds, entirely masking the distinct physical anomaly scaling globally inside P402. Recommended fix: enforce direct cross-sensor conditional validation mapping between bounded arrays LIT101 and P402.",Manual Review Required isolating P4
atk_00637,LSTM,P4,0.9991718,0.0,0.0,3.996687233448029,Silent Drift,"[0.4971127212047577, 0.4988096058368683, 0.5022737383842468, 0.49160292744636536, 0.497221976518631, 0.5044745206832886, 0.49866071343421936, 0.49912986159324646, 0.5016442537307739, 0.5015000104904175, 0.5028210878372192, 0.4962601661682129, 0.5038080215454102, 0.5026481747627258, 0.5031499862670898, 0.489237904548645, 0.5006320476531982, 0.5003555417060852, 0.49906644225120544, 0.5013214945793152, 0.5043002963066101, 0.4991688132286072, 0.47184741497039795, 0.5136950016021729, 0.4887513816356659, 0.5382509827613831, 0.5004935264587402, 0.5081285834312439, 0.5052404403686523, 0.5099220871925354, 0.5482553839683533, 0.4849417507648468, 0.505254328250885, 0.5209581255912781, 0.4983122944831848, 0.46813079714775085, 0.47994768619537354, 0.491942822933197, 0.509784460067749, 0.5008435845375061, 0.5056636929512024, 0.5079718828201294, 0.49675217270851135, 0.5039588212966919, 0.49955251812934875, 0.4903789162635803, 0.4943030774593353, 0.5010642409324646, 0.497890830039978, 0.49828386306762695, 0.5110594034194946]","This attack evaded detection because P205 and FIT502 remained seamlessly within normal bounds, entirely masking the distinct physical anomaly scaling globally inside P402. Recommended fix: enforce direct cross-sensor conditional validation mapping between bounded arrays P205 and P402.",Manual Review Required isolating P4
atk_00638,LSTM,P5,0.99907666,0.0,0.0,3.9963066577911377,Silent Drift,"[0.5032559037208557, 0.4975263178348541, 0.4996853768825531, 0.4959401786327362, 0.5021570324897766, 0.4988119304180145, 0.5071094036102295, 0.49470654129981995, 0.4998466372489929, 0.4973607659339905, 0.5020275712013245, 0.4996766746044159, 0.49672308564186096, 0.49803146719932556, 0.4999955892562866, 0.5065576434135437, 0.499825656414032, 0.49495580792427063, 0.4965552091598511, 0.5012356042861938, 0.4975326955318451, 0.5023109912872314, 0.48577243089675903, 0.49479779601097107, 0.50487220287323, 0.4842430353164673, 0.5143590569496155, 0.5101937055587769, 0.48909756541252136, 0.4780433475971222, 0.48869210481643677, 0.5076329112052917, 0.5156374573707581, 0.46893084049224854, 0.49077412486076355, 0.5260787606239319, 0.4909209609031677, 0.4970073401927948, 0.48528650403022766, 0.4835270345211029, 0.46423500776290894, 0.5083730816841125, 0.47143813967704773, 0.5083157420158386, 0.525547981262207, 0.5033302903175354, 0.4666276276111603, 0.49947547912597656, 0.4983169734477997, 0.504152238368988, 0.5099342465400696]","This attack evaded detection because MV101 and LIT301 remained seamlessly within normal bounds, entirely masking the distinct physical anomaly scaling globally inside PIT503. Recommended fix: enforce direct cross-sensor conditional validation mapping between bounded arrays MV101 and PIT503.",Manual Review Required isolating P5
atk_00639,LSTM,P4,0.999869,0.0,0.0,3.999476134777069,Silent Drift,"[0.5024325847625732, 0.4983367323875427, 0.5007835030555725, 0.49732738733291626, 0.5016002058982849, 0.4980104863643646, 0.5021289587020874, 0.496292382478714, 0.4985799789428711, 0.4986010789871216, 0.49925485253334045, 0.49917489290237427, 0.49992722272872925, 0.5011696815490723, 0.5025218725204468, 0.49997419118881226, 0.5012716054916382, 0.4958483576774597, 0.4961574971675873, 0.4994925558567047, 0.49699166417121887, 0.5014988780021667, 0.5008590221405029, 0.49970072507858276, 0.5014978051185608, 0.4930678606033325, 0.5091671943664551, 0.49474796652793884, 0.4947803020477295, 0.4902147650718689, 0.4889843761920929, 0.5050498843193054, 0.49515366554260254, 0.4912072718143463, 0.498066782951355, 0.5078573226928711, 0.5063100457191467, 0.5044559836387634, 0.48594745993614197, 0.49508246779441833, 0.4939177334308624, 0.49955466389656067, 0.49089327454566956, 0.4967998266220093, 0.5011515021324158, 0.5004316568374634, 0.49756714701652527, 0.501071572303772, 0.49774298071861267, 0.5029696822166443, 0.5022837519645691]","This attack evaded detection because P404 and PIT502 remained seamlessly within normal bounds, entirely masking the distinct physical anomaly scaling globally inside P401. Recommended fix: enforce direct cross-sensor conditional validation mapping between bounded arrays P404 and P401.",Manual Review Required isolating P4
atk_00640,LSTM,P5,0.998151,0.0,0.0,3.9926040172576904,Silent Drift,"[0.49965548515319824, 0.49807316064834595, 0.49947354197502136, 0.49219560623168945, 0.49878180027008057, 0.5022311210632324, 0.5107627511024475, 0.49494460225105286, 0.5032258629798889, 0.49972859025001526, 0.5057773590087891, 0.49882128834724426, 0.4961279034614563, 0.49708232283592224, 0.4972481429576874, 0.507933497428894, 0.4973582923412323, 0.49954789876937866, 0.4963350296020508, 0.5049647092819214, 0.5047379732131958, 0.501732587814331, 0.4597140848636627, 0.4967590868473053, 0.5000287890434265, 0.5010289549827576, 0.5142738223075867, 0.5294116139411926, 0.4922993779182434, 0.4805903136730194, 0.5145757794380188, 0.4983985722064972, 0.5320532321929932, 0.46916791796684265, 0.4879797399044037, 0.5183975100517273, 0.4699321389198303, 0.4884873628616333, 0.49669715762138367, 0.4822310209274292, 0.45092353224754333, 0.5186353325843811, 0.4635997712612152, 0.5205345153808594, 0.5419473052024841, 0.5018339157104492, 0.4437222480773926, 0.4977598786354065, 0.49855342507362366, 0.5044000744819641, 0.5204175710678101]","This attack evaded detection because FIT301 and P202 remained seamlessly within normal bounds, entirely masking the distinct physical anomaly scaling globally inside PIT503. Recommended fix: enforce direct cross-sensor conditional validation mapping between bounded arrays FIT301 and PIT503.",Manual Review Required isolating P5
atk_00641,LSTM,P4,0.9996263,0.0,0.0,3.998505175113678,Silent Drift,"[0.5026314854621887, 0.4987221360206604, 0.5006536841392517, 0.4994949400424957, 0.5015862584114075, 0.49681583046913147, 0.5025190711021423, 0.49512776732444763, 0.4978371560573578, 0.49900609254837036, 0.4987916350364685, 0.5005339980125427, 0.49915826320648193, 0.5005684494972229, 0.502990186214447, 0.5026291012763977, 0.5016108155250549, 0.4951449930667877, 0.4953727126121521, 0.5008851289749146, 0.4961469769477844, 0.5011427402496338, 0.5120102763175964, 0.4955340325832367, 0.5052139163017273, 0.48063769936561584, 0.5103570222854614, 0.49154800176620483, 0.49225741624832153, 0.488208532333374, 0.4702230393886566, 0.5105956792831421, 0.4889664053916931, 0.4850470721721649, 0.5008503198623657, 0.5166592001914978, 0.5162225961685181, 0.5102684497833252, 0.48043903708457947, 0.4975290298461914, 0.49408140778541565, 0.495371550321579, 0.49264997243881226, 0.49279987812042236, 0.49974632263183594, 0.5046024322509766, 0.5029135942459106, 0.5007171034812927, 0.4976385831832886, 0.5046030282974243, 0.49833568930625916]","This attack evaded detection because P205 and P204 remained seamlessly within normal bounds, entirely masking the distinct physical anomaly scaling globally inside P402. Recommended fix: enforce direct cross-sensor conditional validation mapping between bounded arrays P205 and P402.",Manual Review Required isolating P4
atk_00642,LSTM,P4,0.9998989,0.0,0.0,3.999595642089844,Silent Drift,"[0.49937647581100464, 0.4990141689777374, 0.5013920664787292, 0.4950724244117737, 0.4991801083087921, 0.5001209378242493, 0.4997387230396271, 0.4977530837059021, 0.5001230835914612, 0.5002553462982178, 0.5000813007354736, 0.4980582594871521, 0.5023214221000671, 0.5026697516441345, 0.502949059009552, 0.4943312704563141, 0.5009806752204895, 0.4982655346393585, 0.4968211054801941, 0.5004271268844604, 0.5000985264778137, 0.5003097653388977, 0.493012398481369, 0.5057998895645142, 0.4955168068408966, 0.5129233598709106, 0.5047639608383179, 0.49736276268959045, 0.5008081197738647, 0.5015541315078735, 0.511852502822876, 0.4962456524372101, 0.49379226565361023, 0.50811767578125, 0.5004464387893677, 0.4875700771808624, 0.49982112646102905, 0.5019227266311646, 0.4955637753009796, 0.5010519027709961, 0.505282998085022, 0.5004377365112305, 0.49836859107017517, 0.49765682220458984, 0.4949178397655487, 0.4961722791194916, 0.5031977295875549, 0.501225471496582, 0.4977686405181885, 0.5009111166000366, 0.5044664740562439]","This attack evaded detection because LIT301 and P102 remained seamlessly within normal bounds, entirely masking the distinct physical anomaly scaling globally inside P402. Recommended fix: enforce direct cross-sensor conditional validation mapping between bounded arrays LIT301 and P402.",Manual Review Required isolating P4
atk_00643,LSTM,P4,0.9987448,0.0,0.0,3.9949792623519897,Silent Drift,"[0.4982544481754303, 0.4982435703277588, 0.5016984939575195, 0.4906962811946869, 0.4977140426635742, 0.5057881474494934, 0.5028167366981506, 0.4984438121318817, 0.5018846392631531, 0.5010640621185303, 0.5050365924835205, 0.4962639808654785, 0.501800537109375, 0.500368058681488, 0.5014111399650574, 0.49403223395347595, 0.49957525730133057, 0.5010097622871399, 0.49950647354125977, 0.5018118023872375, 0.5059029459953308, 0.5003892779350281, 0.45771995186805725, 0.5112841129302979, 0.49024254083633423, 0.5356341600418091, 0.5032920241355896, 0.5197170376777649, 0.5016991496086121, 0.5012952089309692, 0.5530081391334534, 0.48556041717529297, 0.5214806795120239, 0.5069689750671387, 0.49280843138694763, 0.47910428047180176, 0.466365784406662, 0.48527616262435913, 0.51087486743927, 0.4914516508579254, 0.4852803647518158, 0.5158051252365112, 0.4824214279651642, 0.5122709274291992, 0.5175707936286926, 0.49138572812080383, 0.4714389741420746, 0.500199556350708, 0.4981105923652649, 0.4990583658218384, 0.5165629386901855]","This attack evaded detection because P203 and FIT601 remained seamlessly within normal bounds, entirely masking the distinct physical anomaly scaling globally inside P402. Recommended fix: enforce direct cross-sensor conditional validation mapping between bounded arrays P203 and P402.",Manual Review Required isolating P4
atk_00644,LSTM,P4,0.9991594,0.0,0.0,3.996637761592865,Silent Drift,"[0.49996936321258545, 0.49798646569252014, 0.5011472702026367, 0.4920567572116852, 0.4991835653781891, 0.5037263035774231, 0.5037513375282288, 0.4978335499763489, 0.5011662244796753, 0.49992942810058594, 0.5039634704589844, 0.49693000316619873, 0.5006334185600281, 0.5000309348106384, 0.5010953545570374, 0.49690529704093933, 0.49973955750465393, 0.49944761395454407, 0.49872034788131714, 0.5008651614189148, 0.5034337043762207, 0.5012261271476746, 0.4653802812099457, 0.5073248744010925, 0.49375832080841064, 0.5228517651557922, 0.5060068368911743, 0.5160428285598755, 0.4986678659915924, 0.49523112177848816, 0.537016749382019, 0.4913102686405182, 0.5194560885429382, 0.4980109632015228, 0.4921093285083771, 0.4907936751842499, 0.47304484248161316, 0.48823148012161255, 0.5039623975753784, 0.4888278841972351, 0.48096221685409546, 0.5136705636978149, 0.4800076484680176, 0.5109729170799255, 0.5184820890426636, 0.49383312463760376, 0.4713129997253418, 0.5002564787864685, 0.4982399046421051, 0.5000919699668884, 0.5144191980361938]","This attack evaded detection because P102 and FIT301 remained seamlessly within normal bounds, entirely masking the distinct physical anomaly scaling globally inside P402. Recommended fix: enforce direct cross-sensor conditional validation mapping between bounded arrays P102 and P402.",Manual Review Required isolating P4
atk_00645,LSTM,P4,0.99949086,0.0,0.0,3.9979633688926697,Silent Drift,"[0.5005835294723511, 0.49796128273010254, 0.5012030005455017, 0.4929693937301636, 0.4998134970664978, 0.5025029182434082, 0.5026378631591797, 0.49787214398384094, 0.5005249381065369, 0.4995080232620239, 0.5027391314506531, 0.49712124466896057, 0.5008667707443237, 0.500633716583252, 0.5017099380493164, 0.4964057505130768, 0.5002806782722473, 0.4984629452228546, 0.49841904640197754, 0.4999363422393799, 0.5017282962799072, 0.5012569427490234, 0.4732135832309723, 0.5068092942237854, 0.49471762776374817, 0.5187563300132751, 0.5059859752655029, 0.510182797908783, 0.4985061287879944, 0.49541565775871277, 0.5294585227966309, 0.49346446990966797, 0.5133662819862366, 0.49925556778907776, 0.49345663189888, 0.49172475934028625, 0.4801229238510132, 0.4913684129714966, 0.5008144974708557, 0.4904513955116272, 0.48634883761405945, 0.5102958679199219, 0.48368293046951294, 0.5073981881141663, 0.5126081705093384, 0.49424228072166443, 0.4791656732559204, 0.5006765723228455, 0.49818629026412964, 0.5001443028450012, 0.5115203857421875]","This attack evaded detection because FIT201 and P204 remained seamlessly within normal bounds, entirely masking the distinct physical anomaly scaling globally inside P402. Recommended fix: enforce direct cross-sensor conditional validation mapping between bounded arrays FIT201 and P402.",Manual Review Required isolating P4
atk_00646,LSTM,P4,0.99952906,0.0,0.0,3.9981162548065186,Silent Drift,"[0.4985068440437317, 0.4985922873020172, 0.5018786787986755, 0.49271270632743835, 0.4983217120170593, 0.5029156804084778, 0.49938908219337463, 0.4986969828605652, 0.5009720325469971, 0.5007423162460327, 0.501891553401947, 0.4967397451400757, 0.5029815435409546, 0.5024617910385132, 0.5029410123825073, 0.49151524901390076, 0.5007548928260803, 0.49939990043640137, 0.4983195662498474, 0.5004320740699768, 0.5025210976600647, 0.4998759925365448, 0.4778147339820862, 0.5108506083488464, 0.49138695001602173, 0.5287397503852844, 0.5025090575218201, 0.5047767758369446, 0.5031105279922485, 0.5052232146263123, 0.536055326461792, 0.4892091453075409, 0.5031973123550415, 0.5146852135658264, 0.49790388345718384, 0.4766421318054199, 0.48554086685180664, 0.4943641424179077, 0.504410982131958, 0.49904096126556396, 0.5032196044921875, 0.5063140392303467, 0.49531444907188416, 0.5027089715003967, 0.4996989965438843, 0.49213314056396484, 0.4948989152908325, 0.5011844038963318, 0.49790406227111816, 0.49920767545700073, 0.5092983841896057]","This attack evaded detection because MV301 and AIT203 remained seamlessly within normal bounds, entirely masking the distinct physical anomaly scaling globally inside P402. Recommended fix: enforce direct cross-sensor conditional validation mapping between bounded arrays MV301 and P402.",Manual Review Required isolating P4
atk_00647,LSTM,P4,0.9996102,0.0,0.0,3.998440802097321,Silent Drift,"[0.4997975528240204, 0.5004593133926392, 0.5011011362075806, 0.4998108148574829, 0.4985198676586151, 0.4972456097602844, 0.5001833438873291, 0.4958023130893707, 0.49900373816490173, 0.5007554292678833, 0.4989268481731415, 0.5012392997741699, 0.5014159083366394, 0.5018892884254456, 0.5038835406303406, 0.4985555410385132, 0.5016337633132935, 0.496177077293396, 0.49581438302993774, 0.5032877326011658, 0.49782297015190125, 0.4996378719806671, 0.520046055316925, 0.49705958366394043, 0.5017602443695068, 0.48831140995025635, 0.5058792233467102, 0.4893033504486084, 0.4961516857147217, 0.5013978481292725, 0.4726526439189911, 0.5076185464859009, 0.4787391424179077, 0.4989721477031708, 0.508123517036438, 0.5032265782356262, 0.5216972827911377, 0.515839159488678, 0.4844907224178314, 0.5082411766052246, 0.510110080242157, 0.48968306183815, 0.5054716467857361, 0.48715612292289734, 0.4878450036048889, 0.5054619908332825, 0.518622875213623, 0.5001568794250488, 0.4976669251918793, 0.5042186975479126, 0.4945913851261139]","This attack evaded detection because P401 and FIT601 remained seamlessly within normal bounds, entirely masking the distinct physical anomaly scaling globally inside P402. Recommended fix: enforce direct cross-sensor conditional validation mapping between bounded arrays P401 and P402.",Manual Review Required isolating P4
atk_00648,LSTM,P4,0.99904126,0.0,0.0,3.996165096759796,Silent Drift,"[0.5041546821594238, 0.4981180727481842, 0.5003406405448914, 0.5018758177757263, 0.5025312900543213, 0.4965459704399109, 0.5039191842079163, 0.4934048056602478, 0.496899276971817, 0.4982348084449768, 0.49939385056495667, 0.5019327998161316, 0.4972265660762787, 0.4984673857688904, 0.5033353567123413, 0.5068612694740295, 0.5020133256912231, 0.49273642897605896, 0.4955258369445801, 0.5017400979995728, 0.49433663487434387, 0.5008929967880249, 0.5186470746994019, 0.490330308675766, 0.5105428695678711, 0.4646940529346466, 0.5129363536834717, 0.492434561252594, 0.4867449998855591, 0.4809049665927887, 0.4520638883113861, 0.5175381302833557, 0.4910363554954529, 0.4707428812980652, 0.5002849698066711, 0.5324488282203674, 0.5201050043106079, 0.5124456286430359, 0.4744495749473572, 0.4944956302642822, 0.4838757812976837, 0.4946144223213196, 0.48656266927719116, 0.49209651350975037, 0.5067746639251709, 0.5093569159507751, 0.497763067483902, 0.499881774187088, 0.4972703158855438, 0.5065057873725891, 0.49621865153312683]","This attack evaded detection because MV303 and P205 remained seamlessly within normal bounds, entirely masking the distinct physical anomaly scaling globally inside P402. Recommended fix: enforce direct cross-sensor conditional validation mapping between bounded arrays MV303 and P402.",Manual Review Required isolating P4
atk_00649,LSTM,P4,0.9994877,0.0,0.0,3.997950851917267,Silent Drift,"[0.4997144043445587, 0.4981341063976288, 0.5015401840209961, 0.49259087443351746, 0.4991171360015869, 0.5030080676078796, 0.5012540817260742, 0.4983542561531067, 0.5007185935974121, 0.5000843405723572, 0.5026010870933533, 0.4968154728412628, 0.5018057823181152, 0.5013784766197205, 0.5022624135017395, 0.49409833550453186, 0.5004808902740479, 0.49899089336395264, 0.4986012578010559, 0.5000089406967163, 0.502310574054718, 0.5006920695304871, 0.4733894169330597, 0.5091183185577393, 0.49288761615753174, 0.5247738361358643, 0.5042151212692261, 0.5086697340011597, 0.5006605982780457, 0.4998258948326111, 0.535062849521637, 0.49090033769607544, 0.5102272033691406, 0.506441056728363, 0.4949784576892853, 0.4842042326927185, 0.48070770502090454, 0.4917027950286865, 0.503300666809082, 0.49363407492637634, 0.49321219325065613, 0.5093263983726501, 0.4881291091442108, 0.5059636831283569, 0.5077483654022217, 0.4928486943244934, 0.4848382771015167, 0.5009273290634155, 0.49811819195747375, 0.4995204508304596, 0.51106196641922]","This attack evaded detection because P102 and P203 remained seamlessly within normal bounds, entirely masking the distinct physical anomaly scaling globally inside P402. Recommended fix: enforce direct cross-sensor conditional validation mapping between bounded arrays P102 and P402.",Manual Review Required isolating P4
atk_00650,LSTM,P4,0.99969715,0.0,0.0,3.998788595199585,Silent Drift,"[0.49783089756965637, 0.49928197264671326, 0.501850426197052, 0.4938845932483673, 0.4980200529098511, 0.5015702247619629, 0.4983867108821869, 0.4985063672065735, 0.5008858442306519, 0.5009914636611938, 0.5008012056350708, 0.49737927317619324, 0.5034716129302979, 0.5032078623771667, 0.503312885761261, 0.49115079641342163, 0.500872790813446, 0.4991772770881653, 0.49761661887168884, 0.5010790824890137, 0.5017287135124207, 0.4994760751724243, 0.4880563020706177, 0.5091895461082458, 0.4923798143863678, 0.5240045189857483, 0.5021784901618958, 0.49949678778648376, 0.5037280917167664, 0.507647693157196, 0.5252810716629028, 0.4914393424987793, 0.4943912923336029, 0.5168134570121765, 0.5013297200202942, 0.47679033875465393, 0.4950629472732544, 0.49989405274391174, 0.5013251900672913, 0.5038868188858032, 0.5103515386581421, 0.5014790892601013, 0.501683235168457, 0.4982331395149231, 0.49240928888320923, 0.49392983317375183, 0.5049379467964172, 0.5012243390083313, 0.49769243597984314, 0.4997537136077881, 0.5058093070983887]","This attack evaded detection because AIT402 and P201 remained seamlessly within normal bounds, entirely masking the distinct physical anomaly scaling globally inside P402. Recommended fix: enforce direct cross-sensor conditional validation mapping between bounded arrays AIT402 and P402.",Manual Review Required isolating P4
